Event Title,ID,Tagged Page,"Jun 1, 2025","Jul 1, 2025","Aug 1, 2025","Sep 1, 2025","Oct 1, 2025","Nov 1, 2025","Dec 1, 2025","Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,194_prod,New Deal,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Project Settings - General,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Project Settings - Listing Setup,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Project Settings - Templates - Addenda,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Purchaser Portal,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Untagged Pages,0,9,5,13,8,0,2,2,7,20,12,18,11,8.23,107.0,8.0
Page View - Total Sessions,130_prod,Contracts - Deal Summary,0,14,5,4,13,0,1,3,9,22,9,7,3,6.92,90.0,5.0
Page View - Total Sessions,130_prod,Dashboard (test),0,9,5,8,9,0,2,3,6,15,5,3,7,5.54,72.0,5.0
Page View - Total Sessions,130_prod,Document: Developer Sign,0,11,4,4,12,0,0,1,6,13,6,6,3,5.08,66.0,4.0
Page View - Total Sessions,130_prod,Contracts Dashboard,0,9,5,8,9,0,2,3,6,10,0,0,0,4.0,52.0,3.0
Page View - Total Sessions,130_prod,Listings,0,7,4,5,3,0,1,2,6,13,0,0,0,3.15,41.0,2.0
Page View - Total Sessions,130_prod,Excel Reporting,0,3,0,2,10,0,1,1,0,0,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,130_prod,Deposit Reporting (Legacy),0,0,0,0,12,0,1,0,0,0,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,130_prod,Project Settings,0,0,1,2,1,0,0,0,0,3,1,1,2,0.85,11.0,1.0
Page View - Total Sessions,130_prod,Project Settings - Dashboard,0,0,1,2,1,0,0,0,0,3,1,1,2,0.85,11.0,1.0
Page View - Total Sessions,130_prod,Purchaser Portal,0,1,0,5,1,0,0,0,2,1,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,130_prod,New Deal,0,2,1,0,1,0,0,0,1,1,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Staff Management,0,0,1,2,1,0,0,0,0,1,0,0,1,0.46,6.0,0.0
Page View - Total Sessions,130_prod,Document: Sign in Person,0,1,0,3,0,0,1,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,130_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,1,0,0,1,1,1,0.31,4.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,1,1,1,0,0.23,3.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,0,3,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,130_prod,Post-Sale Deposit Report,0,0,0,0,1,0,0,0,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,0,0,0,0,0,1,1,0.15,2.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,0,0,0,2,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Templates - Addenda,0,0,0,0,0,0,0,0,0,2,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,130_prod,Purchase Requests,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,130_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Documents,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Deal Finder,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Post-Sale Payment Report,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Payments Reporting (Legacy),0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Price model,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Email,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,130_prod,Project Settings - Listing Setup,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,340_demo,Untagged Pages,0,6,7,21,14,6,4,0,0,8,0,0,38,8.0,104.0,6.0
Page View - Total Sessions,340_demo,Dashboard (test),0,5,7,18,15,5,1,0,0,8,0,0,22,6.23,81.0,5.0
Page View - Total Sessions,340_demo,Project Settings,0,3,6,15,13,5,0,0,0,11,0,0,15,5.23,68.0,3.0
Page View - Total Sessions,340_demo,Project Settings - Dashboard,0,3,6,14,13,3,0,0,0,7,0,0,15,4.69,61.0,3.0
Page View - Total Sessions,340_demo,Project Settings - Staff Management,0,0,2,5,3,1,0,0,0,6,0,0,6,1.77,23.0,0.0
Page View - Total Sessions,340_demo,Documents/Addenda/Contract,0,0,1,3,5,2,0,0,0,3,0,0,2,1.23,16.0,0.0
Page View - Total Sessions,340_demo,Account/Developer/SettingBuildingNew,0,0,0,3,6,1,0,0,0,1,0,0,3,1.08,14.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Listing Setup,0,0,0,3,6,1,0,0,0,1,0,0,3,1.08,14.0,0.0
Page View - Total Sessions,340_demo,Contracts - Deal Summary,0,0,0,0,2,3,0,0,0,0,0,0,6,0.85,11.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Marketing Assets - Floor Plans,0,0,1,4,2,1,0,0,0,0,0,0,2,0.77,10.0,0.0
Page View - Total Sessions,340_demo,Project Settings - General,0,0,1,3,1,1,0,0,0,2,0,0,2,0.77,10.0,0.0
Page View - Total Sessions,340_demo,DepositStructures,0,0,1,3,2,0,0,0,0,2,0,0,1,0.69,9.0,0.0
Page View - Total Sessions,340_demo,Project Settings - New Deal Setup,0,0,1,1,2,0,0,0,0,2,0,0,2,0.62,8.0,0.0
Page View - Total Sessions,340_demo,Sales Center - Reserved Listings,0,0,0,0,3,0,0,0,0,1,0,0,3,0.54,7.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Marketing Assets - Floor Plates,0,1,1,3,2,0,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Email,0,1,1,0,1,0,0,0,0,0,0,0,4,0.54,7.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Realtor Commission,0,0,1,3,1,0,0,0,0,1,0,0,1,0.54,7.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Documents - Order & Visibility,0,0,1,1,2,0,0,0,0,0,0,0,2,0.46,6.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Profile Questions,0,0,0,1,1,1,0,0,0,1,0,0,2,0.46,6.0,0.0
Page View - Total Sessions,340_demo,Document: Sign in Person,0,0,0,0,0,0,0,0,0,0,0,0,5,0.38,5.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Marketing Assets - Color Scheme,0,0,0,2,2,0,0,0,0,0,0,0,1,0.38,5.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Options - Map Options,0,0,0,0,3,0,0,0,0,0,0,0,2,0.38,5.0,0.0
Page View - Total Sessions,340_demo,Realtor Portal,0,0,2,3,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,340_demo,Worksheet Submissions,0,0,0,5,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,340_demo,Document: Developer Sign,0,0,0,0,1,0,0,0,0,0,0,0,3,0.31,4.0,0.0
Page View - Total Sessions,340_demo,Open and Sign Documents,0,0,0,0,0,0,0,0,0,0,0,0,4,0.31,4.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Price Model - Grid Placement,0,0,0,1,1,0,0,0,0,0,0,0,2,0.31,4.0,0.0
Page View - Total Sessions,340_demo,Vesa at Little Mountain,0,0,2,2,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,340_demo,Demand Analytics,0,0,0,1,0,0,0,0,0,0,0,0,2,0.23,3.0,0.0
Page View - Total Sessions,340_demo,Edit Worksheet Details,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,340_demo,Leads dashboard,0,0,0,0,0,0,0,0,0,0,0,0,3,0.23,3.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Documents - Manual Upload,0,0,0,1,1,0,0,0,0,0,0,0,1,0.23,3.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Price Model - Color & Custom Status,0,0,0,1,1,0,0,0,0,0,0,0,1,0.23,3.0,0.0
Page View - Total Sessions,340_demo,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15,2.0,0.0
Page View - Total Sessions,340_demo,Setting - System Override,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15,2.0,0.0
Page View - Total Sessions,340_demo,Mountain Tranquility at Silvertip Realtor Portal,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,340_demo,New Deal grid ,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,340_demo,Scheduled Allocations,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,340_demo,Project Settings - Webhooks,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Untagged Pages,2,46,39,15,3,2,0,0,0,0,0,0,0,8.23,107.0,0.0
Page View - Total Sessions,730_prod,Contracts Dashboard,2,33,27,11,3,1,0,0,0,0,0,0,0,5.92,77.0,0.0
Page View - Total Sessions,730_prod,Dashboard (test),2,33,27,11,3,1,0,0,0,0,0,0,0,5.92,77.0,0.0
Page View - Total Sessions,730_prod,Contracts - Deal Summary,1,15,16,8,1,0,0,0,0,0,0,0,0,3.15,41.0,0.0
Page View - Total Sessions,730_prod,Document: Sign in Person,0,15,9,1,1,0,0,0,0,0,0,0,0,2.0,26.0,0.0
Page View - Total Sessions,730_prod,Price model,0,10,9,4,2,0,0,0,0,0,0,0,0,1.92,25.0,0.0
Page View - Total Sessions,730_prod,Project Settings,1,10,7,1,0,2,0,0,0,0,0,0,0,1.62,21.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Dashboard,1,10,7,1,0,1,0,0,0,0,0,0,0,1.54,20.0,0.0
Page View - Total Sessions,730_prod,New Deal,0,11,3,3,0,0,0,0,0,0,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,730_prod,New Deal grid ,0,11,3,3,0,0,0,0,0,0,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,730_prod,Purchaser Portal,0,7,4,6,0,0,0,0,0,0,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,730_prod,Document: Developer Sign,0,7,4,1,0,0,0,0,0,0,0,0,0,0.92,12.0,0.0
Page View - Total Sessions,730_prod,Deal Finder,1,3,3,4,1,0,0,0,0,0,0,0,0,0.92,12.0,0.0
Page View - Total Sessions,730_prod,Selection Worksheets,1,9,0,0,0,0,0,0,0,0,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Staff Management,0,5,3,1,0,1,0,0,0,0,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,730_prod,Leads dashboard,0,5,2,1,0,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,730_prod,Project Settings - General,0,2,2,0,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Email,0,2,1,0,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,730_prod,Account/Developer/SettingBuildingNew,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Demand Analytics,0,2,0,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Excel Reporting,0,0,1,0,1,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Project Settings - New Deal Setup,0,2,0,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Listing Setup,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Profile Questions,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Realtor Commission,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,730_prod,Contracts - Disclosures & Amendments,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Leads - View Contact Details,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Leads forms,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Listings,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Sales Center - Reserved Listings,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Sales Grid,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Marketing Assets - Floor Plates,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Options - Map Options,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Project Settings - Price Model - Color & Custom Status,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Purchase Requests,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,730_prod,Worksheet Submissions,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,1202_development,Untagged Pages,0,0,0,0,0,0,0,0,0,13,96,85,179,28.69,373.0,0.0
Page View - Total Sessions,1202_development,Contracts - Deal Summary,0,0,0,0,0,0,0,0,0,2,9,18,54,6.38,83.0,0.0
Page View - Total Sessions,1202_development,Dashboard (test),0,0,0,0,0,0,0,0,0,1,3,3,22,2.23,29.0,0.0
Page View - Total Sessions,1202_development,Document: Sign in Person,0,0,0,0,0,0,0,0,0,0,12,8,1,1.62,21.0,0.0
Page View - Total Sessions,1202_development,Project Settings,0,0,0,0,0,0,0,0,0,2,1,0,0,0.23,3.0,0.0
Page View - Total Sessions,1202_development,Project Settings - Dashboard,0,0,0,0,0,0,0,0,0,2,1,0,0,0.23,3.0,0.0
Page View - Total Sessions,1202_development,Project Settings - Staff Management,0,0,0,0,0,0,0,0,0,2,1,0,0,0.23,3.0,0.0
Page View - Total Sessions,1202_development,Sales Center - Reserved Listings,0,0,0,0,0,0,0,0,0,2,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,1202_development,Open and Sign Documents,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Untagged Pages,0,5,10,14,48,16,6,4,2,1,5,4,13,9.85,128.0,5.0
Page View - Total Sessions,412_prod,Dashboard (test),0,4,7,14,20,8,3,4,0,1,5,1,11,6.0,78.0,4.0
Page View - Total Sessions,412_prod,Contracts Dashboard,0,4,7,14,20,8,3,4,0,1,0,0,0,4.69,61.0,3.0
Page View - Total Sessions,412_prod,Contracts - Deal Summary,0,3,9,7,16,6,2,3,0,0,5,1,8,4.62,60.0,3.0
Page View - Total Sessions,412_prod,Purchaser Portal,0,0,4,1,25,6,3,0,2,0,0,0,0,3.15,41.0,0.0
Page View - Total Sessions,412_prod,Contracts - Disclosures & Amendments,0,0,1,0,15,3,0,0,0,0,0,1,3,1.77,23.0,0.0
Page View - Total Sessions,412_prod,Document: Developer Sign,0,2,3,3,8,0,0,0,0,0,2,0,0,1.38,18.0,0.0
Page View - Total Sessions,412_prod,Project Settings,0,0,0,6,8,0,0,0,0,0,1,0,0,1.15,15.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Dashboard,0,0,0,5,8,0,0,0,0,0,1,0,0,1.08,14.0,0.0
Page View - Total Sessions,412_prod,Excel Reporting,0,1,0,7,2,1,0,0,0,0,0,0,0,0.85,11.0,0.0
Page View - Total Sessions,412_prod,Deal Finder,0,0,1,2,0,1,1,4,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Templates - Emails,0,0,0,4,4,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,412_prod,Document: Sign in Person,0,0,0,0,4,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,412_prod,Email Sent Log,0,0,0,0,4,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Documents - Manual Upload,0,0,0,0,3,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,3,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Email,0,0,0,1,2,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,412_prod,Open and Sign Documents,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,New Deal,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Price model,0,1,0,1,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Realtor Commission,0,0,0,1,1,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Staff Management,0,0,0,0,1,0,0,0,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Templates - Automated Emails,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Templates - Addenda,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,412_prod,Deposit Reporting (Legacy),0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Post-Sale Deposit Report,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Payments Reporting (Legacy),0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Project Settings - General,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Project Settings - Profile Questions,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,412_prod,Purchaser Realtor Reporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,115_demo,Untagged Pages,0,2,0,5,0,0,1,1,0,0,21,59,14,7.92,103.0,1.0
Page View - Total Sessions,115_demo,Dashboard (test),0,2,0,1,0,0,1,1,0,0,18,46,9,6.0,78.0,1.0
Page View - Total Sessions,115_demo,Project Settings,0,0,0,0,0,0,1,1,0,0,3,25,1,2.38,31.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Dashboard,0,0,0,0,0,0,1,1,0,0,3,20,1,2.0,26.0,0.0
Page View - Total Sessions,115_demo,Contracts - Deal Summary,0,1,0,1,0,0,0,0,0,0,4,14,4,1.85,24.0,0.0
Page View - Total Sessions,115_demo,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,0,2,16,2,1.54,20.0,0.0
Page View - Total Sessions,115_demo,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,0,0,0,2,15,0,1.31,17.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Listing Setup,0,0,0,0,0,0,0,0,0,0,2,15,0,1.31,17.0,0.0
Page View - Total Sessions,115_demo,Leads dashboard,0,0,0,0,0,0,0,0,0,0,4,12,0,1.23,16.0,0.0
Page View - Total Sessions,115_demo,Document: Sign in Person,0,1,0,2,0,0,0,0,0,0,1,4,2,0.77,10.0,0.0
Page View - Total Sessions,115_demo,Project Settings - General,0,0,0,0,0,0,1,0,0,0,1,8,0,0.77,10.0,0.0
Page View - Total Sessions,115_demo,Document: Developer Sign,0,1,0,0,0,0,0,0,0,0,1,5,1,0.62,8.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,0,0,0,0,2,6,0,0.62,8.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Price Model - Grid Placement,0,0,0,0,0,0,0,0,0,0,1,7,0,0.62,8.0,0.0
Page View - Total Sessions,115_demo,Worksheet Submissions,0,0,0,1,0,0,0,0,0,0,0,7,0,0.62,8.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,0,2,5,0,0.54,7.0,0.0
Page View - Total Sessions,115_demo,Demand Analytics,0,1,0,0,0,0,0,0,0,0,0,5,0,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Scheduled Allocations,0,0,0,0,0,0,0,0,0,0,0,6,0,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,0,0,0,0,1,5,0,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,0,1,5,0,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,1,0,0,0,1,4,0,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Staff Management,0,0,0,0,0,0,0,0,0,0,0,5,1,0.46,6.0,0.0
Page View - Total Sessions,115_demo,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,0,1,4,0,0.38,5.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,0,0,0,0,0,0,1,4,0,0.38,5.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Marketing Assets - Floor Plates,0,0,0,0,0,0,0,0,0,0,1,4,0,0.38,5.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Options - Map Options,0,0,0,0,0,0,0,0,0,0,1,4,0,0.38,5.0,0.0
Page View - Total Sessions,115_demo,Edit Worksheet Details,0,0,0,0,0,0,0,0,0,0,0,4,0,0.31,4.0,0.0
Page View - Total Sessions,115_demo,New Deal grid ,0,1,0,3,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Profile Questions,0,0,0,0,0,0,0,0,0,0,1,3,0,0.31,4.0,0.0
Page View - Total Sessions,115_demo,Leads - View Contact Details,0,0,0,0,0,0,0,0,0,0,0,3,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Leads email settings,0,0,0,0,0,0,0,0,0,0,1,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Sales Center - Backup Offers,0,0,0,1,0,0,0,0,0,0,0,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Setting - Sync to CRM,0,0,0,0,0,0,0,0,0,0,1,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Setting - System Override,0,0,0,0,0,0,0,0,0,0,1,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Email,0,0,0,0,0,0,0,0,0,0,1,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Realtor Commission,0,0,0,0,0,0,0,0,0,0,1,2,0,0.23,3.0,0.0
Page View - Total Sessions,115_demo,Leads forms,0,0,0,0,0,0,0,0,0,0,1,1,0,0.15,2.0,0.0
Page View - Total Sessions,115_demo,Sales Center - Reserved Listings,0,0,0,0,0,0,0,0,0,0,0,1,1,0.15,2.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,0,0,0,0,0,2,0,0.15,2.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Templates - Addenda,0,0,0,0,0,0,0,0,0,0,0,2,0,0.15,2.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,0,0,0,2,0,0.15,2.0,0.0
Page View - Total Sessions,115_demo,Project Settings - CRM,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,115_demo,Project Settings - Webhooks,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,671_prod,Untagged Pages,0,25,5,8,4,1,3,29,26,16,13,17,9,12.0,156.0,9.0
Page View - Total Sessions,671_prod,Dashboard (test),0,10,5,6,1,0,2,17,20,8,10,10,6,7.31,95.0,6.0
Page View - Total Sessions,671_prod,Contracts Dashboard,0,10,5,6,1,0,2,17,20,3,0,0,0,4.92,64.0,2.0
Page View - Total Sessions,671_prod,Contracts - Deal Summary,0,0,2,2,1,0,0,10,17,6,2,9,4,4.08,53.0,2.0
Page View - Total Sessions,671_prod,Deal Finder,0,2,2,3,1,0,0,7,14,1,0,0,0,2.31,30.0,1.0
Page View - Total Sessions,671_prod,Purchaser Portal,0,12,0,0,0,0,0,7,3,3,0,0,0,1.92,25.0,0.0
Page View - Total Sessions,671_prod,Document: Developer Sign,0,1,0,0,0,0,0,5,8,0,1,2,0,1.31,17.0,0.0
Page View - Total Sessions,671_prod,Document: Sign in Person,0,0,0,0,0,0,0,3,5,1,0,3,0,0.92,12.0,0.0
Page View - Total Sessions,671_prod,Excel Reporting,0,2,0,1,0,0,1,1,5,0,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,671_prod,Price model,0,3,1,3,0,0,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,671_prod,New Deal,0,0,0,0,0,0,0,3,2,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,671_prod,Project Settings,0,1,0,0,1,0,0,0,1,0,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,671_prod,Project Settings - Dashboard,0,1,0,0,1,0,0,0,1,0,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,671_prod,Project Settings - Staff Management,0,1,0,0,1,0,0,0,0,0,0,0,0,0.15,2.0,0.0
