Event Title,ID,Tagged Page,"Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,758_prod,Project Settings - Documents - Manual Upload,2,1,2,4,1,0,1.67,10.0,1.5
Page View - Total Sessions,758_prod,Project Settings - Profile Questions,5,1,0,1,3,0,1.67,10.0,1.0
Page View - Total Sessions,758_prod,Post-Sale Deposit Report,6,1,2,0,0,0,1.5,9.0,0.5
Page View - Total Sessions,758_prod,Project Settings - Templates - Emails,5,1,0,0,1,0,1.17,7.0,0.5
Page View - Total Sessions,758_prod,Purchase Requests,4,3,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,758_prod,Worksheet Submissions,7,0,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,758_prod,Closing,5,0,1,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,758_prod,Edit Worksheet Details,6,0,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,758_prod,Excel Reporting,3,3,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,758_prod,Quilchena West,0,0,1,5,0,0,1.0,6.0,0.0
Page View - Total Sessions,758_prod,Realtor Portal,0,0,1,5,0,0,1.0,6.0,0.0
Page View - Total Sessions,758_prod,Demographics Reporting,4,1,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,758_prod,Offplan Home,0,0,0,4,0,0,0.67,4.0,0.0
Page View - Total Sessions,758_prod,Sales Center - Reserved Listings,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,758_prod,Scheduled Allocations,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,758_prod,Project Settings - Templates - Automated Emails,2,0,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,758_prod,Project Settings - Templates - Addenda,2,0,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,758_prod,Project Settings - Webhooks,1,0,0,1,1,0,0.5,3.0,0.5
Page View - Total Sessions,758_prod,Purchaser Portal,0,2,1,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,758_prod,Contracts - Reporting - Sales Rep Performance,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,758_prod,Demand Analytics,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,758_prod,Listings,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,758_prod,Sales Grid Settings,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,758_prod,Deposit Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,758_prod,Leads - View Contact Details,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,758_prod,Leads forms,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,758_prod,Sales Center - Backup Offers,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,717_prod,Dashboard (test),125,126,159,92,130,50,113.67,682.0,125.5
Page View - Total Sessions,717_prod,Untagged Pages,117,102,140,107,137,57,110.0,660.0,112.0
Page View - Total Sessions,717_prod,Contracts - Deal Summary,54,78,123,61,70,26,68.67,412.0,65.5
Page View - Total Sessions,717_prod,Contracts Dashboard,125,126,93,0,0,0,57.33,344.0,46.5
Page View - Total Sessions,717_prod,Document: Developer Sign,33,49,92,48,46,17,47.5,285.0,47.0
Page View - Total Sessions,717_prod,Deal Finder,28,48,45,0,0,0,20.17,121.0,14.0
Page View - Total Sessions,717_prod,Excel Reporting,39,32,16,0,0,0,14.5,87.0,8.0
Page View - Total Sessions,717_prod,Project Settings,12,11,9,6,10,1,8.17,49.0,9.5
Page View - Total Sessions,717_prod,Project Settings - Dashboard,7,10,7,4,9,1,6.33,38.0,7.0
Page View - Total Sessions,717_prod,Document: Sign in Person,7,1,8,3,5,1,4.17,25.0,4.0
Page View - Total Sessions,717_prod,Setting - System Override,7,4,3,3,4,0,3.5,21.0,3.5
Page View - Total Sessions,717_prod,Project Settings - Options - Map Options,4,4,5,3,4,1,3.5,21.0,4.0
Page View - Total Sessions,717_prod,Open and Sign Documents,6,1,6,2,5,0,3.33,20.0,3.5
Page View - Total Sessions,717_prod,New Deal,7,4,4,0,0,0,2.5,15.0,2.0
Page View - Total Sessions,717_prod,Contracts - Reporting - Sales Rep Performance,4,1,1,1,1,1,1.5,9.0,1.0
Page View - Total Sessions,717_prod,Listings,3,2,1,0,0,0,1.0,6.0,0.5
Page View - Total Sessions,717_prod,Purchaser Realtor Reporting,3,0,1,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,717_prod,Sales Grid,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,717_prod,Selection Worksheets,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,717_prod,Subjects Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,717_prod,Project Settings - Staff Management,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,506_prod,Untagged Pages,129,204,151,299,140,195,186.33,1118.0,173.0
Page View - Total Sessions,506_prod,Dashboard (test),73,81,77,110,64,42,74.5,447.0,75.0
Page View - Total Sessions,506_prod,Contracts - Deal Summary,53,72,55,107,81,39,67.83,407.0,63.5
Page View - Total Sessions,506_prod,Contracts Dashboard,73,81,44,0,0,0,33.0,198.0,22.0
Page View - Total Sessions,506_prod,Document: Developer Sign,23,24,22,41,36,23,28.17,169.0,23.5
Page View - Total Sessions,506_prod,Purchaser Portal,28,78,23,0,0,0,21.5,129.0,11.5
Page View - Total Sessions,506_prod,Listings,32,54,18,0,0,0,17.33,104.0,9.0
Page View - Total Sessions,506_prod,Document: Sign in Person,9,8,6,21,10,13,11.17,67.0,9.5
Page View - Total Sessions,506_prod,Excel Reporting,10,9,7,0,0,0,4.33,26.0,3.5
Page View - Total Sessions,506_prod,Project Settings,6,3,2,3,4,2,3.33,20.0,3.0
Page View - Total Sessions,506_prod,Project Settings - Dashboard,6,3,2,3,4,2,3.33,20.0,3.0
Page View - Total Sessions,506_prod,Purchaser Realtor Reporting,5,12,3,0,0,0,3.33,20.0,1.5
Page View - Total Sessions,506_prod,Open and Sign Documents,1,2,2,3,2,2,2.0,12.0,2.0
Page View - Total Sessions,506_prod,New Deal,6,4,0,0,0,0,1.67,10.0,0.0
Page View - Total Sessions,506_prod,Deal Finder,8,0,0,0,0,0,1.33,8.0,0.0
Page View - Total Sessions,506_prod,Contracts - Disclosures & Amendments,0,1,3,1,0,1,1.0,6.0,1.0
Page View - Total Sessions,506_prod,Project Settings - Templates - Emails,0,0,0,3,2,1,1.0,6.0,0.5
Page View - Total Sessions,506_prod,Contracts - Reporting - Sales Rep Performance,1,1,1,1,1,0,0.83,5.0,1.0
Page View - Total Sessions,506_prod,Documents,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,506_prod,Project Settings - Documents - Manual Upload,0,0,0,1,1,1,0.5,3.0,0.5
Page View - Total Sessions,506_prod,Project Settings - Staff Management,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,506_prod,Account/Developer/SettingBuildingNew,1,0,0,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,506_prod,Project Settings - General,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,506_prod,Project Settings - Listing Setup,1,0,0,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,506_prod,Project Settings - Templates - Addenda,0,0,0,0,1,1,0.33,2.0,0.0
Page View - Total Sessions,506_prod,Leads dashboard,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,506_prod,Setting - Sync to CRM,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,506_prod,Project Settings - Price Model - Grid Placement,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,506_prod,Project Settings - Templates - Automated Emails,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,506_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Untagged Pages,81,86,107,103,105,68,91.67,550.0,94.5
Page View - Total Sessions,591_prod,Contracts - Deal Summary,76,87,99,95,91,50,83.0,498.0,89.0
Page View - Total Sessions,591_prod,Dashboard (test),75,80,92,91,85,50,78.83,473.0,82.5
Page View - Total Sessions,591_prod,Document: Developer Sign,71,81,91,77,81,39,73.33,440.0,79.0
Page View - Total Sessions,591_prod,Contracts Dashboard,75,80,48,0,0,0,33.83,203.0,24.0
Page View - Total Sessions,591_prod,Deal Finder,74,78,48,0,0,0,33.33,200.0,24.0
Page View - Total Sessions,591_prod,Project Settings,10,16,9,9,9,11,10.67,64.0,9.5
Page View - Total Sessions,591_prod,Project Settings - Dashboard,10,16,9,9,9,11,10.67,64.0,9.5
Page View - Total Sessions,591_prod,Purchaser Realtor Reporting,17,18,18,0,0,0,8.83,53.0,8.5
Page View - Total Sessions,591_prod,Project Settings - Staff Management,6,9,2,3,5,4,4.83,29.0,4.5
Page View - Total Sessions,591_prod,Document: Sign in Person,2,8,6,5,6,0,4.5,27.0,5.5
Page View - Total Sessions,591_prod,Account/Developer/SettingBuildingNew,3,7,1,4,2,5,3.67,22.0,3.5
Page View - Total Sessions,591_prod,Project Settings - Listing Setup,3,7,1,4,2,5,3.67,22.0,3.5
Page View - Total Sessions,591_prod,Project Settings - Documents - Manual Upload,1,6,3,1,2,1,2.33,14.0,1.5
Page View - Total Sessions,591_prod,Documents,4,4,4,0,0,0,2.0,12.0,2.0
Page View - Total Sessions,591_prod,Open and Sign Documents,0,5,0,5,2,0,2.0,12.0,1.0
Page View - Total Sessions,591_prod,Project Settings - Documents - Order & Visibility,1,5,3,2,1,0,2.0,12.0,1.5
Page View - Total Sessions,591_prod,Purchaser Portal,4,4,4,0,0,0,2.0,12.0,2.0
Page View - Total Sessions,591_prod,New Deal,1,8,2,0,0,0,1.83,11.0,0.5
Page View - Total Sessions,591_prod,Project Settings - Options - Map Options,1,4,0,3,0,0,1.33,8.0,0.5
Page View - Total Sessions,591_prod,Contracts - Disclosures & Amendments,2,2,1,1,1,0,1.17,7.0,1.0
Page View - Total Sessions,591_prod,Project Settings - Marketing Assets - Floor Plans,1,1,2,1,1,0,1.0,6.0,1.0
Page View - Total Sessions,591_prod,Project Settings - Profile Questions,0,0,1,1,1,0,0.5,3.0,0.5
Page View - Total Sessions,591_prod,Contracts - Reporting - Sales Rep Performance,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,2,0,0,0.33,2.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Templates - Emails,0,1,0,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,591_prod,Excel Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Email,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - General,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Price Model - Grid Placement,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Project Settings - Templates - Addenda,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,591_prod,Purchase Requests,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,682_prod,Untagged Pages,128,140,156,177,204,157,160.33,962.0,156.5
Page View - Total Sessions,682_prod,Dashboard (test),106,103,107,124,136,71,107.83,647.0,106.5
Page View - Total Sessions,682_prod,Contracts - Deal Summary,58,65,64,63,104,52,67.67,406.0,63.5
Page View - Total Sessions,682_prod,Contracts Dashboard,106,103,77,0,0,0,47.67,286.0,38.5
Page View - Total Sessions,682_prod,Document: Developer Sign,25,32,28,21,48,23,29.5,177.0,26.5
Page View - Total Sessions,682_prod,Document: Sign in Person,10,16,14,19,23,17,16.5,99.0,16.5
Page View - Total Sessions,682_prod,Listings,33,32,19,0,0,0,14.0,84.0,9.5
Page View - Total Sessions,682_prod,Purchaser Portal,6,16,10,0,0,0,5.33,32.0,3.0
Page View - Total Sessions,682_prod,Open and Sign Documents,3,3,1,2,4,4,2.83,17.0,3.0
Page View - Total Sessions,682_prod,New Deal,7,6,4,0,0,0,2.83,17.0,2.0
Page View - Total Sessions,682_prod,Deal Finder,1,7,1,0,0,0,1.5,9.0,0.5
Page View - Total Sessions,682_prod,Excel Reporting,1,3,1,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,682_prod,Offplan Map,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,682_prod,Post-Sale Deposit Report,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,682_prod,Post-Sale Payment Report,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,682_prod,Project Settings,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,682_prod,Project Settings - Dashboard,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Untagged Pages,158,194,230,266,282,81,201.83,1211.0,212.0
Page View - Total Sessions,287_prod,Document: Sign in Person,61,86,91,107,131,44,86.67,520.0,88.5
Page View - Total Sessions,287_prod,Dashboard (test),35,39,58,65,51,14,43.67,262.0,45.0
Page View - Total Sessions,287_prod,Contracts - Deal Summary,33,51,48,65,39,11,41.17,247.0,43.5
Page View - Total Sessions,287_prod,Document: Developer Sign,18,33,28,31,28,5,23.83,143.0,28.0
Page View - Total Sessions,287_prod,Contracts Dashboard,35,39,24,0,0,0,16.33,98.0,12.0
Page View - Total Sessions,287_prod,Listings,24,24,14,0,0,0,10.33,62.0,7.0
Page View - Total Sessions,287_prod,Purchaser Portal,14,26,7,0,0,0,7.83,47.0,3.5
Page View - Total Sessions,287_prod,Project Settings,7,2,6,3,0,0,3.0,18.0,2.5
Page View - Total Sessions,287_prod,Project Settings - Dashboard,7,2,6,3,0,0,3.0,18.0,2.5
Page View - Total Sessions,287_prod,Deal Finder,3,8,3,0,0,0,2.33,14.0,1.5
Page View - Total Sessions,287_prod,Open and Sign Documents,1,2,4,2,3,1,2.17,13.0,2.0
Page View - Total Sessions,287_prod,Project Settings - Staff Management,5,1,1,0,0,0,1.17,7.0,0.5
Page View - Total Sessions,287_prod,Selection Worksheets,3,2,1,0,0,0,1.0,6.0,0.5
Page View - Total Sessions,287_prod,Project Settings - Templates - Addenda,2,1,2,1,0,0,1.0,6.0,1.0
Page View - Total Sessions,287_prod,Contracts - Disclosures & Amendments,3,1,0,1,0,0,0.83,5.0,0.5
Page View - Total Sessions,287_prod,New Deal,1,4,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Documents - Manual Upload,2,0,1,2,0,0,0.83,5.0,0.5
Page View - Total Sessions,287_prod,Documents,3,1,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,287_prod,Purchase Requests,4,0,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,287_prod,Account/Developer/SettingBuildingNew,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Documents - Order & Visibility,0,0,2,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,287_prod,Project Settings - General,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Listing Setup,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,287_prod,Email Sent Log,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,287_prod,Sales Grid,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,287_prod,Project Settings - New Deal Setup,0,0,1,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,287_prod,Closing,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Options - Map Options,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Project Settings - CRM,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Price Model - Color & Custom Status,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Project Settings - Templates - Emails,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,287_prod,Purchaser Realtor Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Untagged Pages,170,130,169,108,171,38,131.0,786.0,149.5
Page View - Total Sessions,720_prod,Dashboard (test),90,43,96,60,73,18,63.33,380.0,66.5
Page View - Total Sessions,720_prod,Contracts - Deal Summary,56,29,73,36,57,16,44.5,267.0,46.0
Page View - Total Sessions,720_prod,Leads dashboard,54,58,10,33,44,21,36.67,220.0,38.5
Page View - Total Sessions,720_prod,Contracts Dashboard,90,43,76,0,0,0,34.83,209.0,21.5
Page View - Total Sessions,720_prod,Document: Developer Sign,36,21,54,23,35,6,29.17,175.0,29.0
Page View - Total Sessions,720_prod,Document: Sign in Person,56,28,28,11,31,10,27.33,164.0,28.0
Page View - Total Sessions,720_prod,Leads - View Contact Details,25,34,4,28,27,12,21.67,130.0,26.0
Page View - Total Sessions,720_prod,Purchaser Portal,21,31,33,0,0,0,14.17,85.0,10.5
Page View - Total Sessions,720_prod,Project Settings,3,3,6,9,5,2,4.67,28.0,4.0
Page View - Total Sessions,720_prod,New Deal,9,12,6,0,0,0,4.5,27.0,3.0
Page View - Total Sessions,720_prod,Project Settings - Dashboard,3,3,6,8,5,2,4.5,27.0,4.0
Page View - Total Sessions,720_prod,Listings,10,7,3,0,0,0,3.33,20.0,1.5
Page View - Total Sessions,720_prod,Email Sent Log,6,10,2,0,0,0,3.0,18.0,1.0
Page View - Total Sessions,720_prod,Selection Worksheets,10,3,4,0,0,0,2.83,17.0,1.5
Page View - Total Sessions,720_prod,Excel Reporting,7,2,4,0,0,0,2.17,13.0,1.0
Page View - Total Sessions,720_prod,Purchaser Realtor Reporting,8,1,4,0,0,0,2.17,13.0,0.5
Page View - Total Sessions,720_prod,Sales Grid,6,3,3,0,0,0,2.0,12.0,1.5
Page View - Total Sessions,720_prod,Account/Developer/SettingBuildingNew,0,0,1,2,4,2,1.5,9.0,1.5
Page View - Total Sessions,720_prod,Project Settings - Listing Setup,0,0,1,2,4,2,1.5,9.0,1.5
Page View - Total Sessions,720_prod,Deal Finder,1,4,2,0,0,0,1.17,7.0,0.5
Page View - Total Sessions,720_prod,Sales Center - Reserved Listings,1,1,2,0,2,1,1.17,7.0,1.0
Page View - Total Sessions,720_prod,Contracts - Disclosures & Amendments,1,1,3,1,0,0,1.0,6.0,1.0
Page View - Total Sessions,720_prod,Offplan Home,1,0,1,4,0,0,1.0,6.0,0.5
Page View - Total Sessions,720_prod,Open and Sign Documents,0,0,0,3,2,1,1.0,6.0,0.5
Page View - Total Sessions,720_prod,Project Settings - Staff Management,0,1,4,1,0,0,1.0,6.0,0.5
Page View - Total Sessions,720_prod,Sales Grid Settings,0,2,2,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Documents - Manual Upload,0,0,0,3,0,1,0.67,4.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Documents - Order & Visibility,0,0,0,3,0,1,0.67,4.0,0.0
Page View - Total Sessions,720_prod,Quilchena West,1,0,1,2,0,0,0.67,4.0,0.5
Page View - Total Sessions,720_prod,Realtor Portal,1,0,1,2,0,0,0.67,4.0,0.5
Page View - Total Sessions,720_prod,Documents,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,720_prod,Edit Worksheet Details,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,720_prod,Scheduled Allocations,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,720_prod,Closing,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Demographics Reporting,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Project Settings - New Deal Setup,0,0,0,1,1,0,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Email,0,0,0,2,0,0,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Templates - Addenda,0,0,0,1,0,1,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Purchase Requests,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,720_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Demand Analytics,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Deposit Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Offplan Map,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Leads email settings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Leads forms,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Setting - System Override,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Subjects Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Payments Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Marketing Assets - Floor Plates,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Marketing Assets - Floor Plans,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - General,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Templates - Automated Emails,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,720_prod,Project Settings - Templates - Emails,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Untagged Pages,143,173,194,109,66,39,120.67,724.0,126.0
Page View - Total Sessions,761_prod,Dashboard (test),93,120,129,72,38,22,79.0,474.0,82.5
Page View - Total Sessions,761_prod,Contracts - Deal Summary,88,120,136,75,28,18,77.5,465.0,81.5
Page View - Total Sessions,761_prod,Contracts Dashboard,93,120,66,0,0,0,46.5,279.0,33.0
Page View - Total Sessions,761_prod,Email Sent Log,52,54,60,0,0,0,27.67,166.0,26.0
Page View - Total Sessions,761_prod,Document: Sign in Person,41,32,37,22,13,9,25.67,154.0,27.0
Page View - Total Sessions,761_prod,Deal Finder,56,62,36,0,0,0,25.67,154.0,18.0
Page View - Total Sessions,761_prod,Document: Developer Sign,28,33,34,20,4,4,20.5,123.0,24.0
Page View - Total Sessions,761_prod,Sales Grid,12,4,5,0,0,0,3.5,21.0,2.0
Page View - Total Sessions,761_prod,New Deal,5,10,5,0,0,0,3.33,20.0,2.5
Page View - Total Sessions,761_prod,Project Settings,1,2,4,3,3,2,2.5,15.0,2.5
Page View - Total Sessions,761_prod,Project Settings - Dashboard,1,2,4,3,2,2,2.33,14.0,2.0
Page View - Total Sessions,761_prod,Open and Sign Documents,1,1,3,4,2,1,2.0,12.0,1.5
Page View - Total Sessions,761_prod,Project Settings - Templates - Emails,1,2,4,1,3,1,2.0,12.0,1.5
Page View - Total Sessions,761_prod,Purchaser Realtor Reporting,1,5,2,0,0,0,1.33,8.0,0.5
Page View - Total Sessions,761_prod,Project Settings - Staff Management,0,0,2,2,0,0,0.67,4.0,0.0
Page View - Total Sessions,761_prod,Selection Worksheets,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,761_prod,Contracts - Disclosures & Amendments,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Demographics Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Excel Reporting,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Templates - Automated Emails,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,761_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,329_prod,Untagged Pages,174,118,70,168,152,136,136.33,818.0,144.0
Page View - Total Sessions,329_prod,Contracts - Deal Summary,67,65,44,92,111,108,81.17,487.0,79.5
Page View - Total Sessions,329_prod,Dashboard (test),77,91,66,67,68,60,71.5,429.0,67.5
Page View - Total Sessions,329_prod,Contracts Dashboard,77,91,47,0,0,0,35.83,215.0,23.5
Page View - Total Sessions,329_prod,Document: Sign in Person,28,28,7,33,27,39,27.0,162.0,28.0
Page View - Total Sessions,329_prod,Document: Developer Sign,26,31,16,22,20,28,23.83,143.0,24.0
Page View - Total Sessions,329_prod,Sales Grid,50,62,9,1,0,0,20.33,122.0,5.0
Page View - Total Sessions,329_prod,Purchaser Portal,78,35,9,0,0,0,20.33,122.0,4.5
Page View - Total Sessions,329_prod,Project Settings,8,3,0,1,3,4,3.17,19.0,3.0
Page View - Total Sessions,329_prod,Project Settings - Dashboard,6,3,0,1,3,4,2.83,17.0,3.0
Page View - Total Sessions,329_prod,Purchaser Realtor Reporting,8,6,0,0,0,0,2.33,14.0,0.0
Page View - Total Sessions,329_prod,Excel Reporting,3,8,1,0,0,0,2.0,12.0,0.5
Page View - Total Sessions,329_prod,Account/Developer/SettingBuildingNew,1,2,0,1,3,2,1.5,9.0,1.5
Page View - Total Sessions,329_prod,New Deal,1,7,1,0,0,0,1.5,9.0,0.5
Page View - Total Sessions,329_prod,Project Settings - Listing Setup,1,2,0,1,3,2,1.5,9.0,1.5
Page View - Total Sessions,329_prod,Open and Sign Documents,1,2,0,1,2,0,1.0,6.0,1.0
Page View - Total Sessions,329_prod,Selection Worksheets,4,2,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,329_prod,Listings,3,2,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,329_prod,Project Settings - Staff Management,4,0,0,0,0,1,0.83,5.0,0.0
Page View - Total Sessions,329_prod,Project Settings - General,0,2,0,1,1,0,0.67,4.0,0.5
Page View - Total Sessions,329_prod,Sales Center - Reserved Listings,0,2,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,329_prod,Email Sent Log,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,329_prod,Project Settings - Documents - Manual Upload,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,329_prod,Project Settings - Templates - Addenda,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,329_prod,Project Settings - Templates - Emails,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,329_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,329_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,329_prod,Deal Finder,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,329_prod,Setting - System Override,1,0,0,0,0,0,0.17,1.0,0.0
